ppt_index,stimulus_identity,rating,age,height,grip_strength,surpass,explanation,impose.will,correct.others,outdo.others,control.conversation,criticise,challenge.pov,lay.law,hate.pushy,pressure.others,stim_age,stim_age_sc,age_sc,height_sc,grip_strength_sc,IPIP,IPIP_sc
21,m(15)_masc.jpg,1,58,180,46,7,7,7,6,7,6,6,6,7,6,7,37,0.344127691,1.098336561,0.585950064,0.072442067,6.545454545,2.830014199
21,m(6)_masc.jpg,1,58,180,46,7,7,7,6,7,6,6,6,7,6,7,32,-0.086031923,1.098336561,0.585950064,0.072442067,6.545454545,2.830014199
21,m(8)_masc.jpg,0,58,180,46,7,7,7,6,7,6,6,6,7,6,7,55,1.892702302,1.098336561,0.585950064,0.072442067,6.545454545,2.830014199
21,m(23)_masc.jpg,1,58,180,46,7,7,7,6,7,6,6,6,7,6,7,32,-0.086031923,1.098336561,0.585950064,0.072442067,6.545454545,2.830014199
21,m(27)_masc.jpg,0,58,180,46,7,7,7,6,7,6,6,6,7,6,7,40,0.60222346,1.098336561,0.585950064,0.072442067,6.545454545,2.830014199
21,m(7)_masc.jpg,1,58,180,46,7,7,7,6,7,6,6,6,7,6,7,50,1.462542688,1.098336561,0.585950064,0.072442067,6.545454545,2.830014199
21,m(10)_masc.jpg,1,58,180,46,7,7,7,6,7,6,6,6,7,6,7,20,-1.118414997,1.098336561,0.585950064,0.072442067,6.545454545,2.830014199
21,m(2)_masc.jpg,0,58,180,46,7,7,7,6,7,6,6,6,7,6,7,33,0,1.098336561,0.585950064,0.072442067,6.545454545,2.830014199
21,m(31)_masc.jpg,1,58,180,46,7,7,7,6,7,6,6,6,7,6,7,18,-1.290478842,1.098336561,0.585950064,0.072442067,6.545454545,2.830014199
21,m(30)_masc.jpg,0,58,180,46,7,7,7,6,7,6,6,6,7,6,7,62,2.494925762,1.098336561,0.585950064,0.072442067,6.545454545,2.830014199
21,m(26)_masc.jpg,1,58,180,46,7,7,7,6,7,6,6,6,7,6,7,29,-0.344127691,1.098336561,0.585950064,0.072442067,6.545454545,2.830014199
21,m(24)_masc.jpg,1,58,180,46,7,7,7,6,7,6,6,6,7,6,7,40,0.60222346,1.098336561,0.585950064,0.072442067,6.545454545,2.830014199
21,m(11)_masc.jpg,1,58,180,46,7,7,7,6,7,6,6,6,7,6,7,25,-0.688255382,1.098336561,0.585950064,0.072442067,6.545454545,2.830014199
21,m(20)_masc.jpg,1,58,180,46,7,7,7,6,7,6,6,6,7,6,7,21,-1.032383074,1.098336561,0.585950064,0.072442067,6.545454545,2.830014199
21,m(21)_masc.jpg,1,58,180,46,7,7,7,6,7,6,6,6,7,6,7,39,0.516191537,1.098336561,0.585950064,0.072442067,6.545454545,2.830014199
21,m(3)_masc.jpg,1,58,180,46,7,7,7,6,7,6,6,6,7,6,7,23,-0.860319228,1.098336561,0.585950064,0.072442067,6.545454545,2.830014199
21,m(9)_masc.jpg,1,58,180,46,7,7,7,6,7,6,6,6,7,6,7,46,1.118414997,1.098336561,0.585950064,0.072442067,6.545454545,2.830014199
21,m(12)_masc.jpg,1,58,180,46,7,7,7,6,7,6,6,6,7,6,7,37,0.344127691,1.098336561,0.585950064,0.072442067,6.545454545,2.830014199
21,m(5)_masc.jpg,1,58,180,46,7,7,7,6,7,6,6,6,7,6,7,52,1.634606533,1.098336561,0.585950064,0.072442067,6.545454545,2.830014199
21,m(32)_masc.jpg,1,58,180,46,7,7,7,6,7,6,6,6,7,6,7,37,0.344127691,1.098336561,0.585950064,0.072442067,6.545454545,2.830014199
21,m(13)_masc.jpg,1,58,180,46,7,7,7,6,7,6,6,6,7,6,7,30,-0.258095768,1.098336561,0.585950064,0.072442067,6.545454545,2.830014199
21,m(1)_masc.jpg,1,58,180,46,7,7,7,6,7,6,6,6,7,6,7,22,-0.946351151,1.098336561,0.585950064,0.072442067,6.545454545,2.830014199
21,m(25)_masc.jpg,1,58,180,46,7,7,7,6,7,6,6,6,7,6,7,20,-1.118414997,1.098336561,0.585950064,0.072442067,6.545454545,2.830014199
21,m(19)_masc.jpg,1,58,180,46,7,7,7,6,7,6,6,6,7,6,7,21,-1.032383074,1.098336561,0.585950064,0.072442067,6.545454545,2.830014199
21,m(29)_masc.jpg,1,58,180,46,7,7,7,6,7,6,6,6,7,6,7,22,-0.946351151,1.098336561,0.585950064,0.072442067,6.545454545,2.830014199
21,m(14)_masc.jpg,1,58,180,46,7,7,7,6,7,6,6,6,7,6,7,34,0.086031923,1.098336561,0.585950064,0.072442067,6.545454545,2.830014199
21,m(22)_masc.jpg,1,58,180,46,7,7,7,6,7,6,6,6,7,6,7,23,-0.860319228,1.098336561,0.585950064,0.072442067,6.545454545,2.830014199
21,m(16)_masc.jpg,1,58,180,46,7,7,7,6,7,6,6,6,7,6,7,45,1.032383074,1.098336561,0.585950064,0.072442067,6.545454545,2.830014199
21,m(28)_masc.jpg,1,58,180,46,7,7,7,6,7,6,6,6,7,6,7,44,0.946351151,1.098336561,0.585950064,0.072442067,6.545454545,2.830014199
21,m(18)_masc.jpg,1,58,180,46,7,7,7,6,7,6,6,6,7,6,7,24,-0.774287305,1.098336561,0.585950064,0.072442067,6.545454545,2.830014199
22,m(17)_masc.jpg,NA,49,177,45,5,1,1,3,5,3,5,5,1,2,1,22,-0.946351151,0.519062647,0.084477463,-0.028111847,2.909090909,-1.304963342
22,m(9)_masc.jpg,NA,49,177,45,5,1,1,3,5,3,5,5,1,2,1,46,1.118414997,0.519062647,0.084477463,-0.028111847,2.909090909,-1.304963342
22,m(14)_masc.jpg,0,49,177,45,5,1,1,3,5,3,5,5,1,2,1,34,0.086031923,0.519062647,0.084477463,-0.028111847,2.909090909,-1.304963342
22,m(5)_masc.jpg,1,49,177,45,5,1,1,3,5,3,5,5,1,2,1,52,1.634606533,0.519062647,0.084477463,-0.028111847,2.909090909,-1.304963342
22,m(18)_masc.jpg,0,49,177,45,5,1,1,3,5,3,5,5,1,2,1,24,-0.774287305,0.519062647,0.084477463,-0.028111847,2.909090909,-1.304963342
22,m(6)_masc.jpg,1,49,177,45,5,1,1,3,5,3,5,5,1,2,1,32,-0.086031923,0.519062647,0.084477463,-0.028111847,2.909090909,-1.304963342
22,m(1)_masc.jpg,1,49,177,45,5,1,1,3,5,3,5,5,1,2,1,22,-0.946351151,0.519062647,0.084477463,-0.028111847,2.909090909,-1.304963342
22,m(10)_masc.jpg,0,49,177,45,5,1,1,3,5,3,5,5,1,2,1,20,-1.118414997,0.519062647,0.084477463,-0.028111847,2.909090909,-1.304963342
22,m(20)_masc.jpg,1,49,177,45,5,1,1,3,5,3,5,5,1,2,1,21,-1.032383074,0.519062647,0.084477463,-0.028111847,2.909090909,-1.304963342
22,m(16)_masc.jpg,0,49,177,45,5,1,1,3,5,3,5,5,1,2,1,45,1.032383074,0.519062647,0.084477463,-0.028111847,2.909090909,-1.304963342
22,m(24)_masc.jpg,0,49,177,45,5,1,1,3,5,3,5,5,1,2,1,40,0.60222346,0.519062647,0.084477463,-0.028111847,2.909090909,-1.304963342
22,m(25)_masc.jpg,0,49,177,45,5,1,1,3,5,3,5,5,1,2,1,20,-1.118414997,0.519062647,0.084477463,-0.028111847,2.909090909,-1.304963342
22,m(12)_masc.jpg,1,49,177,45,5,1,1,3,5,3,5,5,1,2,1,37,0.344127691,0.519062647,0.084477463,-0.028111847,2.909090909,-1.304963342
22,m(26)_masc.jpg,1,49,177,45,5,1,1,3,5,3,5,5,1,2,1,29,-0.344127691,0.519062647,0.084477463,-0.028111847,2.909090909,-1.304963342
22,m(3)_masc.jpg,0,49,177,45,5,1,1,3,5,3,5,5,1,2,1,23,-0.860319228,0.519062647,0.084477463,-0.028111847,2.909090909,-1.304963342
22,m(2)_masc.jpg,1,49,177,45,5,1,1,3,5,3,5,5,1,2,1,33,0,0.519062647,0.084477463,-0.028111847,2.909090909,-1.304963342
22,m(28)_masc.jpg,1,49,177,45,5,1,1,3,5,3,5,5,1,2,1,44,0.946351151,0.519062647,0.084477463,-0.028111847,2.909090909,-1.304963342
22,m(15)_masc.jpg,1,49,177,45,5,1,1,3,5,3,5,5,1,2,1,37,0.344127691,0.519062647,0.084477463,-0.028111847,2.909090909,-1.304963342
22,m(31)_masc.jpg,1,49,177,45,5,1,1,3,5,3,5,5,1,2,1,18,-1.290478842,0.519062647,0.084477463,-0.028111847,2.909090909,-1.304963342
22,m(8)_masc.jpg,0,49,177,45,5,1,1,3,5,3,5,5,1,2,1,55,1.892702302,0.519062647,0.084477463,-0.028111847,2.909090909,-1.304963342
22,m(21)_masc.jpg,1,49,177,45,5,1,1,3,5,3,5,5,1,2,1,39,0.516191537,0.519062647,0.084477463,-0.028111847,2.909090909,-1.304963342
22,m(23)_masc.jpg,1,49,177,45,5,1,1,3,5,3,5,5,1,2,1,32,-0.086031923,0.519062647,0.084477463,-0.028111847,2.909090909,-1.304963342
22,m(29)_masc.jpg,1,49,177,45,5,1,1,3,5,3,5,5,1,2,1,22,-0.946351151,0.519062647,0.084477463,-0.028111847,2.909090909,-1.304963342
22,m(7)_masc.jpg,0,49,177,45,5,1,1,3,5,3,5,5,1,2,1,50,1.462542688,0.519062647,0.084477463,-0.028111847,2.909090909,-1.304963342
22,m(22)_masc.jpg,0,49,177,45,5,1,1,3,5,3,5,5,1,2,1,23,-0.860319228,0.519062647,0.084477463,-0.028111847,2.909090909,-1.304963342
22,m(32)_masc.jpg,0,49,177,45,5,1,1,3,5,3,5,5,1,2,1,37,0.344127691,0.519062647,0.084477463,-0.028111847,2.909090909,-1.304963342
22,m(27)_masc.jpg,0,49,177,45,5,1,1,3,5,3,5,5,1,2,1,40,0.60222346,0.519062647,0.084477463,-0.028111847,2.909090909,-1.304963342
22,m(19)_masc.jpg,0,49,177,45,5,1,1,3,5,3,5,5,1,2,1,21,-1.032383074,0.519062647,0.084477463,-0.028111847,2.909090909,-1.304963342
22,m(30)_masc.jpg,0,49,177,45,5,1,1,3,5,3,5,5,1,2,1,62,2.494925762,0.519062647,0.084477463,-0.028111847,2.909090909,-1.304963342
22,m(11)_masc.jpg,0,49,177,45,5,1,1,3,5,3,5,5,1,2,1,25,-0.688255382,0.519062647,0.084477463,-0.028111847,2.909090909,-1.304963342
22,m(4)_masc.jpg,1,49,177,45,5,1,1,3,5,3,5,5,1,2,1,21,-1.032383074,0.519062647,0.084477463,-0.028111847,2.909090909,-1.304963342
22,m(13)_masc.jpg,0,49,177,45,5,1,1,3,5,3,5,5,1,2,1,30,-0.258095768,0.519062647,0.084477463,-0.028111847,2.909090909,-1.304963342
23,m(17)_masc.jpg,1,41,172,38,7,6,1,6,2,5,2,6,6,2,2,22,-0.946351151,0.004152501,-0.751310205,-0.731989241,4.090909091,0.038904359
23,m(5)_masc.jpg,0,41,172,38,7,6,1,6,2,5,2,6,6,2,2,52,1.634606533,0.004152501,-0.751310205,-0.731989241,4.090909091,0.038904359
23,m(25)_masc.jpg,1,41,172,38,7,6,1,6,2,5,2,6,6,2,2,20,-1.118414997,0.004152501,-0.751310205,-0.731989241,4.090909091,0.038904359
23,m(22)_masc.jpg,0,41,172,38,7,6,1,6,2,5,2,6,6,2,2,23,-0.860319228,0.004152501,-0.751310205,-0.731989241,4.090909091,0.038904359
23,m(27)_masc.jpg,1,41,172,38,7,6,1,6,2,5,2,6,6,2,2,40,0.60222346,0.004152501,-0.751310205,-0.731989241,4.090909091,0.038904359
23,m(18)_masc.jpg,0,41,172,38,7,6,1,6,2,5,2,6,6,2,2,24,-0.774287305,0.004152501,-0.751310205,-0.731989241,4.090909091,0.038904359
23,m(12)_masc.jpg,1,41,172,38,7,6,1,6,2,5,2,6,6,2,2,37,0.344127691,0.004152501,-0.751310205,-0.731989241,4.090909091,0.038904359
23,m(10)_masc.jpg,1,41,172,38,7,6,1,6,2,5,2,6,6,2,2,20,-1.118414997,0.004152501,-0.751310205,-0.731989241,4.090909091,0.038904359
23,m(15)_masc.jpg,1,41,172,38,7,6,1,6,2,5,2,6,6,2,2,37,0.344127691,0.004152501,-0.751310205,-0.731989241,4.090909091,0.038904359
23,m(7)_masc.jpg,1,41,172,38,7,6,1,6,2,5,2,6,6,2,2,50,1.462542688,0.004152501,-0.751310205,-0.731989241,4.090909091,0.038904359
23,m(21)_masc.jpg,1,41,172,38,7,6,1,6,2,5,2,6,6,2,2,39,0.516191537,0.004152501,-0.751310205,-0.731989241,4.090909091,0.038904359
23,m(6)_masc.jpg,1,41,172,38,7,6,1,6,2,5,2,6,6,2,2,32,-0.086031923,0.004152501,-0.751310205,-0.731989241,4.090909091,0.038904359
23,m(26)_masc.jpg,1,41,172,38,7,6,1,6,2,5,2,6,6,2,2,29,-0.344127691,0.004152501,-0.751310205,-0.731989241,4.090909091,0.038904359
23,m(31)_masc.jpg,1,41,172,38,7,6,1,6,2,5,2,6,6,2,2,18,-1.290478842,0.004152501,-0.751310205,-0.731989241,4.090909091,0.038904359
23,m(24)_masc.jpg,1,41,172,38,7,6,1,6,2,5,2,6,6,2,2,40,0.60222346,0.004152501,-0.751310205,-0.731989241,4.090909091,0.038904359
23,m(3)_masc.jpg,1,41,172,38,7,6,1,6,2,5,2,6,6,2,2,23,-0.860319228,0.004152501,-0.751310205,-0.731989241,4.090909091,0.038904359
23,m(16)_masc.jpg,1,41,172,38,7,6,1,6,2,5,2,6,6,2,2,45,1.032383074,0.004152501,-0.751310205,-0.731989241,4.090909091,0.038904359
23,m(32)_masc.jpg,1,41,172,38,7,6,1,6,2,5,2,6,6,2,2,37,0.344127691,0.004152501,-0.751310205,-0.731989241,4.090909091,0.038904359
23,m(13)_masc.jpg,1,41,172,38,7,6,1,6,2,5,2,6,6,2,2,30,-0.258095768,0.004152501,-0.751310205,-0.731989241,4.090909091,0.038904359
23,m(20)_masc.jpg,1,41,172,38,7,6,1,6,2,5,2,6,6,2,2,21,-1.032383074,0.004152501,-0.751310205,-0.731989241,4.090909091,0.038904359
23,m(4)_masc.jpg,1,41,172,38,7,6,1,6,2,5,2,6,6,2,2,21,-1.032383074,0.004152501,-0.751310205,-0.731989241,4.090909091,0.038904359
23,m(11)_masc.jpg,0,41,172,38,7,6,1,6,2,5,2,6,6,2,2,25,-0.688255382,0.004152501,-0.751310205,-0.731989241,4.090909091,0.038904359
23,m(30)_masc.jpg,1,41,172,38,7,6,1,6,2,5,2,6,6,2,2,62,2.494925762,0.004152501,-0.751310205,-0.731989241,4.090909091,0.038904359
23,m(1)_masc.jpg,1,41,172,38,7,6,1,6,2,5,2,6,6,2,2,22,-0.946351151,0.004152501,-0.751310205,-0.731989241,4.090909091,0.038904359
23,m(8)_masc.jpg,0,41,172,38,7,6,1,6,2,5,2,6,6,2,2,55,1.892702302,0.004152501,-0.751310205,-0.731989241,4.090909091,0.038904359
23,m(9)_masc.jpg,1,41,172,38,7,6,1,6,2,5,2,6,6,2,2,46,1.118414997,0.004152501,-0.751310205,-0.731989241,4.090909091,0.038904359
23,m(28)_masc.jpg,1,41,172,38,7,6,1,6,2,5,2,6,6,2,2,44,0.946351151,0.004152501,-0.751310205,-0.731989241,4.090909091,0.038904359
23,m(19)_masc.jpg,1,41,172,38,7,6,1,6,2,5,2,6,6,2,2,21,-1.032383074,0.004152501,-0.751310205,-0.731989241,4.090909091,0.038904359
23,m(23)_masc.jpg,1,41,172,38,7,6,1,6,2,5,2,6,6,2,2,32,-0.086031923,0.004152501,-0.751310205,-0.731989241,4.090909091,0.038904359
23,m(29)_masc.jpg,1,41,172,38,7,6,1,6,2,5,2,6,6,2,2,22,-0.946351151,0.004152501,-0.751310205,-0.731989241,4.090909091,0.038904359
23,m(2)_masc.jpg,1,41,172,38,7,6,1,6,2,5,2,6,6,2,2,33,0,0.004152501,-0.751310205,-0.731989241,4.090909091,0.038904359
23,m(14)_masc.jpg,1,41,172,38,7,6,1,6,2,5,2,6,6,2,2,34,0.086031923,0.004152501,-0.751310205,-0.731989241,4.090909091,0.038904359
24,m(28)_masc.jpg,1,36,174,64,4,4,4,4,4,4,6,6,4,2,4,44,0.946351151,-0.31766634,-0.416995138,1.882412509,4.181818182,0.142278797
24,m(20)_masc.jpg,1,36,174,64,4,4,4,4,4,4,6,6,4,2,4,21,-1.032383074,-0.31766634,-0.416995138,1.882412509,4.181818182,0.142278797
24,m(26)_masc.jpg,1,36,174,64,4,4,4,4,4,4,6,6,4,2,4,29,-0.344127691,-0.31766634,-0.416995138,1.882412509,4.181818182,0.142278797
24,m(2)_masc.jpg,1,36,174,64,4,4,4,4,4,4,6,6,4,2,4,33,0,-0.31766634,-0.416995138,1.882412509,4.181818182,0.142278797
24,m(14)_masc.jpg,1,36,174,64,4,4,4,4,4,4,6,6,4,2,4,34,0.086031923,-0.31766634,-0.416995138,1.882412509,4.181818182,0.142278797
24,m(8)_masc.jpg,0,36,174,64,4,4,4,4,4,4,6,6,4,2,4,55,1.892702302,-0.31766634,-0.416995138,1.882412509,4.181818182,0.142278797
24,m(5)_masc.jpg,1,36,174,64,4,4,4,4,4,4,6,6,4,2,4,52,1.634606533,-0.31766634,-0.416995138,1.882412509,4.181818182,0.142278797
24,m(22)_masc.jpg,1,36,174,64,4,4,4,4,4,4,6,6,4,2,4,23,-0.860319228,-0.31766634,-0.416995138,1.882412509,4.181818182,0.142278797
24,m(18)_masc.jpg,1,36,174,64,4,4,4,4,4,4,6,6,4,2,4,24,-0.774287305,-0.31766634,-0.416995138,1.882412509,4.181818182,0.142278797
24,m(6)_masc.jpg,1,36,174,64,4,4,4,4,4,4,6,6,4,2,4,32,-0.086031923,-0.31766634,-0.416995138,1.882412509,4.181818182,0.142278797
24,m(24)_masc.jpg,1,36,174,64,4,4,4,4,4,4,6,6,4,2,4,40,0.60222346,-0.31766634,-0.416995138,1.882412509,4.181818182,0.142278797
24,m(30)_masc.jpg,1,36,174,64,4,4,4,4,4,4,6,6,4,2,4,62,2.494925762,-0.31766634,-0.416995138,1.882412509,4.181818182,0.142278797
24,m(32)_masc.jpg,1,36,174,64,4,4,4,4,4,4,6,6,4,2,4,37,0.344127691,-0.31766634,-0.416995138,1.882412509,4.181818182,0.142278797
24,m(29)_masc.jpg,1,36,174,64,4,4,4,4,4,4,6,6,4,2,4,22,-0.946351151,-0.31766634,-0.416995138,1.882412509,4.181818182,0.142278797
24,m(13)_masc.jpg,1,36,174,64,4,4,4,4,4,4,6,6,4,2,4,30,-0.258095768,-0.31766634,-0.416995138,1.882412509,4.181818182,0.142278797
24,m(31)_masc.jpg,1,36,174,64,4,4,4,4,4,4,6,6,4,2,4,18,-1.290478842,-0.31766634,-0.416995138,1.882412509,4.181818182,0.142278797
24,m(21)_masc.jpg,0,36,174,64,4,4,4,4,4,4,6,6,4,2,4,39,0.516191537,-0.31766634,-0.416995138,1.882412509,4.181818182,0.142278797
24,m(4)_masc.jpg,1,36,174,64,4,4,4,4,4,4,6,6,4,2,4,21,-1.032383074,-0.31766634,-0.416995138,1.882412509,4.181818182,0.142278797
24,m(17)_masc.jpg,1,36,174,64,4,4,4,4,4,4,6,6,4,2,4,22,-0.946351151,-0.31766634,-0.416995138,1.882412509,4.181818182,0.142278797
24,m(1)_masc.jpg,1,36,174,64,4,4,4,4,4,4,6,6,4,2,4,22,-0.946351151,-0.31766634,-0.416995138,1.882412509,4.181818182,0.142278797
24,m(7)_masc.jpg,0,36,174,64,4,4,4,4,4,4,6,6,4,2,4,50,1.462542688,-0.31766634,-0.416995138,1.882412509,4.181818182,0.142278797
24,m(10)_masc.jpg,1,36,174,64,4,4,4,4,4,4,6,6,4,2,4,20,-1.118414997,-0.31766634,-0.416995138,1.882412509,4.181818182,0.142278797
24,m(16)_masc.jpg,0,36,174,64,4,4,4,4,4,4,6,6,4,2,4,45,1.032383074,-0.31766634,-0.416995138,1.882412509,4.181818182,0.142278797
24,m(9)_masc.jpg,0,36,174,64,4,4,4,4,4,4,6,6,4,2,4,46,1.118414997,-0.31766634,-0.416995138,1.882412509,4.181818182,0.142278797
24,m(27)_masc.jpg,1,36,174,64,4,4,4,4,4,4,6,6,4,2,4,40,0.60222346,-0.31766634,-0.416995138,1.882412509,4.181818182,0.142278797
24,m(11)_masc.jpg,1,36,174,64,4,4,4,4,4,4,6,6,4,2,4,25,-0.688255382,-0.31766634,-0.416995138,1.882412509,4.181818182,0.142278797
24,m(15)_masc.jpg,0,36,174,64,4,4,4,4,4,4,6,6,4,2,4,37,0.344127691,-0.31766634,-0.416995138,1.882412509,4.181818182,0.142278797
24,m(3)_masc.jpg,1,36,174,64,4,4,4,4,4,4,6,6,4,2,4,23,-0.860319228,-0.31766634,-0.416995138,1.882412509,4.181818182,0.142278797
24,m(12)_masc.jpg,1,36,174,64,4,4,4,4,4,4,6,6,4,2,4,37,0.344127691,-0.31766634,-0.416995138,1.882412509,4.181818182,0.142278797
24,m(25)_masc.jpg,1,36,174,64,4,4,4,4,4,4,6,6,4,2,4,20,-1.118414997,-0.31766634,-0.416995138,1.882412509,4.181818182,0.142278797
24,m(19)_masc.jpg,0,36,174,64,4,4,4,4,4,4,6,6,4,2,4,21,-1.032383074,-0.31766634,-0.416995138,1.882412509,4.181818182,0.142278797
24,m(23)_masc.jpg,1,36,174,64,4,4,4,4,4,4,6,6,4,2,4,32,-0.086031923,-0.31766634,-0.416995138,1.882412509,4.181818182,0.142278797
25,m(2)_masc.jpg,1,45,180,47,4,5,5,4,3,3,5,4,5,2,4,33,0,0.261607574,0.585950064,0.17299598,4,-0.06447008
25,m(19)_masc.jpg,0,45,180,47,4,5,5,4,3,3,5,4,5,2,4,21,-1.032383074,0.261607574,0.585950064,0.17299598,4,-0.06447008
25,m(32)_masc.jpg,0,45,180,47,4,5,5,4,3,3,5,4,5,2,4,37,0.344127691,0.261607574,0.585950064,0.17299598,4,-0.06447008
25,m(30)_masc.jpg,1,45,180,47,4,5,5,4,3,3,5,4,5,2,4,62,2.494925762,0.261607574,0.585950064,0.17299598,4,-0.06447008
25,m(16)_masc.jpg,1,45,180,47,4,5,5,4,3,3,5,4,5,2,4,45,1.032383074,0.261607574,0.585950064,0.17299598,4,-0.06447008
25,m(7)_masc.jpg,1,45,180,47,4,5,5,4,3,3,5,4,5,2,4,50,1.462542688,0.261607574,0.585950064,0.17299598,4,-0.06447008
25,m(25)_masc.jpg,1,45,180,47,4,5,5,4,3,3,5,4,5,2,4,20,-1.118414997,0.261607574,0.585950064,0.17299598,4,-0.06447008
25,m(9)_masc.jpg,1,45,180,47,4,5,5,4,3,3,5,4,5,2,4,46,1.118414997,0.261607574,0.585950064,0.17299598,4,-0.06447008
25,m(3)_masc.jpg,1,45,180,47,4,5,5,4,3,3,5,4,5,2,4,23,-0.860319228,0.261607574,0.585950064,0.17299598,4,-0.06447008
25,m(1)_masc.jpg,1,45,180,47,4,5,5,4,3,3,5,4,5,2,4,22,-0.946351151,0.261607574,0.585950064,0.17299598,4,-0.06447008
25,m(5)_masc.jpg,1,45,180,47,4,5,5,4,3,3,5,4,5,2,4,52,1.634606533,0.261607574,0.585950064,0.17299598,4,-0.06447008
25,m(14)_masc.jpg,1,45,180,47,4,5,5,4,3,3,5,4,5,2,4,34,0.086031923,0.261607574,0.585950064,0.17299598,4,-0.06447008
25,m(11)_masc.jpg,0,45,180,47,4,5,5,4,3,3,5,4,5,2,4,25,-0.688255382,0.261607574,0.585950064,0.17299598,4,-0.06447008
25,m(15)_masc.jpg,1,45,180,47,4,5,5,4,3,3,5,4,5,2,4,37,0.344127691,0.261607574,0.585950064,0.17299598,4,-0.06447008
25,m(23)_masc.jpg,1,45,180,47,4,5,5,4,3,3,5,4,5,2,4,32,-0.086031923,0.261607574,0.585950064,0.17299598,4,-0.06447008
25,m(28)_masc.jpg,1,45,180,47,4,5,5,4,3,3,5,4,5,2,4,44,0.946351151,0.261607574,0.585950064,0.17299598,4,-0.06447008
25,m(22)_masc.jpg,1,45,180,47,4,5,5,4,3,3,5,4,5,2,4,23,-0.860319228,0.261607574,0.585950064,0.17299598,4,-0.06447008
25,m(27)_masc.jpg,0,45,180,47,4,5,5,4,3,3,5,4,5,2,4,40,0.60222346,0.261607574,0.585950064,0.17299598,4,-0.06447008
25,m(18)_masc.jpg,1,45,180,47,4,5,5,4,3,3,5,4,5,2,4,24,-0.774287305,0.261607574,0.585950064,0.17299598,4,-0.06447008
25,m(13)_masc.jpg,1,45,180,47,4,5,5,4,3,3,5,4,5,2,4,30,-0.258095768,0.261607574,0.585950064,0.17299598,4,-0.06447008
25,m(6)_masc.jpg,0,45,180,47,4,5,5,4,3,3,5,4,5,2,4,32,-0.086031923,0.261607574,0.585950064,0.17299598,4,-0.06447008
25,m(8)_masc.jpg,1,45,180,47,4,5,5,4,3,3,5,4,5,2,4,55,1.892702302,0.261607574,0.585950064,0.17299598,4,-0.06447008
25,m(31)_masc.jpg,1,45,180,47,4,5,5,4,3,3,5,4,5,2,4,18,-1.290478842,0.261607574,0.585950064,0.17299598,4,-0.06447008
25,m(29)_masc.jpg,0,45,180,47,4,5,5,4,3,3,5,4,5,2,4,22,-0.946351151,0.261607574,0.585950064,0.17299598,4,-0.06447008
25,m(24)_masc.jpg,1,45,180,47,4,5,5,4,3,3,5,4,5,2,4,40,0.60222346,0.261607574,0.585950064,0.17299598,4,-0.06447008
25,m(26)_masc.jpg,1,45,180,47,4,5,5,4,3,3,5,4,5,2,4,29,-0.344127691,0.261607574,0.585950064,0.17299598,4,-0.06447008
25,m(10)_masc.jpg,1,45,180,47,4,5,5,4,3,3,5,4,5,2,4,20,-1.118414997,0.261607574,0.585950064,0.17299598,4,-0.06447008
25,m(17)_masc.jpg,1,45,180,47,4,5,5,4,3,3,5,4,5,2,4,22,-0.946351151,0.261607574,0.585950064,0.17299598,4,-0.06447008
25,m(20)_masc.jpg,1,45,180,47,4,5,5,4,3,3,5,4,5,2,4,21,-1.032383074,0.261607574,0.585950064,0.17299598,4,-0.06447008
25,m(4)_masc.jpg,1,45,180,47,4,5,5,4,3,3,5,4,5,2,4,21,-1.032383074,0.261607574,0.585950064,0.17299598,4,-0.06447008
25,m(12)_masc.jpg,0,45,180,47,4,5,5,4,3,3,5,4,5,2,4,37,0.344127691,0.261607574,0.585950064,0.17299598,4,-0.06447008
25,m(21)_masc.jpg,1,45,180,47,4,5,5,4,3,3,5,4,5,2,4,39,0.516191537,0.261607574,0.585950064,0.17299598,4,-0.06447008
26,m(26)_masc.jpg,1,25,177,52,4,4,5,5,2,2,5,4,1,2,1,29,-0.344127691,-1.025667791,0.084477463,0.675765547,3.181818182,-0.994840027
26,m(1)_masc.jpg,1,25,177,52,4,4,5,5,2,2,5,4,1,2,1,22,-0.946351151,-1.025667791,0.084477463,0.675765547,3.181818182,-0.994840027
26,m(29)_masc.jpg,1,25,177,52,4,4,5,5,2,2,5,4,1,2,1,22,-0.946351151,-1.025667791,0.084477463,0.675765547,3.181818182,-0.994840027
26,m(30)_masc.jpg,1,25,177,52,4,4,5,5,2,2,5,4,1,2,1,62,2.494925762,-1.025667791,0.084477463,0.675765547,3.181818182,-0.994840027
26,m(23)_masc.jpg,1,25,177,52,4,4,5,5,2,2,5,4,1,2,1,32,-0.086031923,-1.025667791,0.084477463,0.675765547,3.181818182,-0.994840027
26,m(20)_masc.jpg,1,25,177,52,4,4,5,5,2,2,5,4,1,2,1,21,-1.032383074,-1.025667791,0.084477463,0.675765547,3.181818182,-0.994840027
26,m(24)_masc.jpg,0,25,177,52,4,4,5,5,2,2,5,4,1,2,1,40,0.60222346,-1.025667791,0.084477463,0.675765547,3.181818182,-0.994840027
26,m(22)_masc.jpg,1,25,177,52,4,4,5,5,2,2,5,4,1,2,1,23,-0.860319228,-1.025667791,0.084477463,0.675765547,3.181818182,-0.994840027
